Date,S,E,I,R,H,C,D
96,954779.965,0.36,11.23,44664.26,140.61,96.62,306.955
97,954779.735,0.285,8.245,44685.06,126.82,88.17,311.685
98,954779.54,0.23,6.12,44702.505,114.265,81.21,316.13
99,954779.41,0.16,4.49,44718.715,102.795,74.435,319.995
100,954779.34,0.1,3.43,44732.465,92.93,67.85,323.885
101,954779.235,0.115,2.47,44745.345,83.605,62.075,327.155
102,954779.16,0.08,1.78,44756.855,75.12,56.955,330.05
103,954779.12,0.055,1.34,44766.75,67.93,52.155,332.65
104,954779.095,0.035,1.05,44776.35,60.615,47.665,335.19
105,954779.07,0.025,0.845,44784.775,54.505,43.56,337.22
106,954779.055,0.015,0.64,44792.4,48.94,39.57,339.38
107,954779.05,0.005,0.435,44798.995,44.075,36.075,341.365
108,954779.04,0.01,0.295,44805.215,39.445,32.98,343.015
109,954779.04,0.005,0.215,44810.48,35.705,29.8,344.755
110,954779.04,0.0,0.19,44815.52,31.995,27.02,346.235
111,954779.03,0.01,0.14,44819.735,28.925,24.75,347.41
112,954779.03,0.005,0.095,44823.945,25.9,22.34,348.685
113,954779.03,0.0,0.075,44827.52,23.235,20.315,349.825
114,954779.025,0.005,0.06,44830.82,20.715,18.41,350.965
115,954779.025,0.0,0.035,44833.875,18.495,16.75,351.82
116,954779.02,0.005,0.025,44836.535,16.83,14.87,352.715
117,954779.02,0.005,0.025,44838.85,15.225,13.485,353.39
118,954779.02,0.0,0.02,44841.135,13.745,11.965,354.115
119,954779.02,0.0,0.015,44843.09,12.365,10.785,354.725
120,954779.0,0.02,0.005,44844.88,11.105,9.74,355.25
121,954778.995,0.015,0.01,44846.455,10.05,8.755,355.72
122,954778.995,0.0,0.025,44847.765,9.04,8.03,356.145
123,954778.985,0.01,0.015,44849.175,8.055,7.275,356.485
124,954778.975,0.01,0.015,44850.345,7.225,6.58,356.85
125,954778.96,0.02,0.015,44851.39,6.525,5.945,357.145
126,954778.96,0.01,0.025,44852.305,5.905,5.3,357.495
127,954778.96,0.0,0.035,44853.225,5.32,4.66,357.8
128,954778.945,0.015,0.02,44853.955,4.82,4.14,358.105
129,954778.935,0.01,0.03,44854.62,4.285,3.815,358.305
130,954778.92,0.015,0.035,44855.245,3.845,3.385,358.555
131,954778.915,0.005,0.045,44855.77,3.495,3.05,358.72
132,954778.89,0.025,0.04,44856.235,3.16,2.795,358.855
133,954778.87,0.02,0.06,44856.74,2.85,2.44,359.02
134,954778.855,0.02,0.06,44857.22,2.545,2.19,359.11
135,954778.84,0.015,0.065,44857.61,2.315,1.975,359.18
136,954778.81,0.03,0.065,44857.945,2.11,1.725,359.315
137,954778.79,0.02,0.075,44858.19,1.91,1.62,359.395
138,954778.78,0.015,0.065,44858.51,1.685,1.485,359.46
139,954778.76,0.025,0.06,44858.755,1.53,1.375,359.495
140,954778.745,0.02,0.07,44858.98,1.395,1.235,359.555
141,954778.73,0.015,0.065,44859.23,1.255,1.12,359.585
142,954778.705,0.025,0.07,44859.34,1.15,1.07,359.64
143,954778.69,0.02,0.065,44859.52,1.055,0.985,359.665
144,954778.655,0.04,0.06,44859.665,0.965,0.93,359.685
145,954778.64,0.015,0.075,44859.82,0.91,0.805,359.735
146,954778.625,0.02,0.055,44859.975,0.82,0.72,359.785
147,954778.61,0.015,0.045,44860.135,0.695,0.665,359.835
148,954778.6,0.015,0.055,44860.235,0.62,0.615,359.86
149,954778.58,0.025,0.05,44860.35,0.54,0.565,359.89
150,954778.58,0.0,0.065,44860.44,0.495,0.515,359.905
151,954778.55,0.03,0.04,44860.59,0.41,0.47,359.91
152,954778.53,0.02,0.06,44860.665,0.35,0.445,359.93
153,954778.51,0.03,0.05,44860.755,0.305,0.41,359.94
154,954778.49,0.025,0.065,44860.82,0.28,0.365,359.955
155,954778.48,0.01,0.075,44860.87,0.27,0.32,359.975
156,954778.445,0.035,0.08,44860.915,0.23,0.29,360.005
157,954778.42,0.03,0.1,44860.95,0.205,0.275,360.02
158,954778.37,0.07,0.095,44860.99,0.19,0.26,360.025
159,954778.305,0.07,0.135,44861.055,0.17,0.24,360.025
160,954778.27,0.05,0.14,44861.155,0.145,0.215,360.025
161,954778.225,0.045,0.145,44861.23,0.135,0.175,360.045
162,954778.18,0.06,0.13,44861.29,0.135,0.15,360.055
163,954778.135,0.065,0.12,44861.36,0.13,0.13,360.06
164,954778.08,0.065,0.135,44861.425,0.11,0.12,360.065
165,954778.02,0.065,0.16,44861.48,0.1,0.1,360.075
166,954777.98,0.04,0.19,44861.525,0.1,0.085,360.08
167,954777.94,0.045,0.17,44861.595,0.065,0.1,360.085
168,954777.875,0.07,0.165,44861.65,0.06,0.09,360.09
169,954777.795,0.105,0.165,44861.7,0.06,0.085,360.09
170,954777.725,0.09,0.225,44861.74,0.05,0.07,360.1
171,954777.64,0.1,0.26,44861.79,0.04,0.07,360.1
172,954777.515,0.125,0.29,44861.885,0.025,0.06,360.1
173,954777.415,0.13,0.305,44861.98,0.025,0.045,360.1
174,954777.275,0.165,0.33,44862.065,0.025,0.04,360.1
175,954777.125,0.185,0.37,44862.145,0.035,0.04,360.1
176,954776.985,0.17,0.42,44862.25,0.04,0.035,360.1
177,954776.815,0.205,0.455,44862.355,0.035,0.035,360.1
178,954776.62,0.23,0.5,44862.475,0.04,0.03,360.105
179,954776.41,0.25,0.56,44862.605,0.045,0.025,360.105
180,954776.18,0.29,0.62,44862.725,0.05,0.03,360.105
181,954775.955,0.27,0.705,44862.89,0.045,0.03,360.105
182,954775.69,0.305,0.72,44863.095,0.05,0.035,360.105
183,954775.43,0.305,0.815,44863.25,0.055,0.04,360.105
184,954775.16,0.31,0.82,44863.485,0.08,0.035,360.11
185,954774.89,0.34,0.815,44863.71,0.105,0.03,360.11
186,954774.65,0.285,0.815,44863.995,0.115,0.025,360.115
187,954774.28,0.435,0.795,44864.235,0.115,0.025,360.115
188,954773.945,0.4,0.905,44864.485,0.12,0.025,360.12
189,954773.585,0.405,0.965,44864.765,0.135,0.025,360.12
190,954773.225,0.425,1.01,44865.03,0.16,0.03,360.12
191,954772.81,0.47,1.04,44865.35,0.17,0.035,360.125
192,954772.505,0.38,1.175,44865.585,0.18,0.05,360.125
193,954772.135,0.45,1.13,44865.94,0.175,0.04,360.13
194,954771.685,0.505,1.215,44866.245,0.175,0.045,360.13
195,954771.185,0.565,1.29,44866.605,0.175,0.045,360.135
196,954770.725,0.56,1.375,44866.975,0.19,0.04,360.135
197,954770.235,0.555,1.455,44867.36,0.21,0.045,360.14
198,954769.73,0.59,1.495,44867.805,0.195,0.045,360.14
199,954769.125,0.71,1.525,44868.255,0.2,0.045,360.14
200,954768.475,0.72,1.74,44868.66,0.205,0.06,360.14
201,954767.795,0.77,1.88,44869.16,0.175,0.08,360.14
202,954767.04,0.87,2.02,44869.66,0.185,0.085,360.14
203,954766.295,0.865,2.165,44870.25,0.205,0.07,360.15
204,954765.53,0.86,2.415,44870.755,0.21,0.075,360.155
205,954764.515,1.11,2.525,44871.405,0.21,0.07,360.165
206,954763.52,1.125,2.79,44872.085,0.235,0.075,360.17
207,954762.485,1.195,3.02,44872.82,0.235,0.07,360.175
208,954761.36,1.3,3.16,44873.675,0.26,0.07,360.175
209,954760.1,1.4,3.435,44874.53,0.275,0.075,360.185
210,954758.725,1.62,3.555,44875.545,0.28,0.09,360.185
211,954757.425,1.515,4.04,44876.44,0.305,0.09,360.185
212,954756.01,1.625,4.065,44877.68,0.335,0.095,360.19
213,954754.655,1.645,4.3,44878.78,0.34,0.08,360.2
214,954752.775,2.115,4.61,44879.84,0.37,0.085,360.205
215,954751.06,2.005,5.14,44881.135,0.38,0.075,360.205
216,954749.16,2.17,5.31,44882.665,0.395,0.095,360.205
217,954747.03,2.49,5.565,44884.195,0.415,0.1,360.205
218,954744.78,2.665,6.13,44885.665,0.435,0.1,360.225
219,954742.385,2.745,6.79,44887.26,0.485,0.1,360.235
220,954739.895,2.9,7.285,44889.04,0.525,0.115,360.24
221,954737.17,3.18,7.51,44891.2,0.57,0.13,360.24
222,954734.405,3.24,8.175,44893.135,0.66,0.14,360.245
223,954731.21,3.645,8.775,44895.24,0.72,0.155,360.255
224,954727.665,4.05,9.54,44897.5,0.83,0.155,360.26
225,954723.94,4.315,10.27,44900.185,0.885,0.125,360.28
226,954720.005,4.555,11.08,44902.97,0.955,0.14,360.295
227,954715.995,4.635,11.955,44905.955,0.955,0.205,360.3
228,954711.16,5.545,12.54,44909.225,1.04,0.18,360.31
229,954706.575,5.455,13.645,44912.65,1.155,0.2,360.32
230,954701.63,5.83,14.385,44916.37,1.22,0.24,360.325
231,954696.31,6.195,15.32,44920.325,1.205,0.31,360.335
232,954690.17,7.135,16.22,44924.505,1.305,0.32,360.345
233,954683.735,7.56,17.415,44929.175,1.425,0.32,360.37
234,954677.14,7.72,19.06,44933.795,1.555,0.35,360.38
235,954670.055,8.305,20.22,44938.96,1.64,0.43,360.39
236,954662.6,8.635,21.765,44944.365,1.75,0.475,360.41
237,954654.175,9.735,22.825,44950.44,1.895,0.47,360.46
238,954645.585,10.165,24.585,44956.61,2.085,0.48,360.49
239,954636.295,10.83,26.09,44963.58,2.215,0.49,360.5
240,954626.21,11.815,27.805,44970.755,2.355,0.525,360.535
241,954615.75,12.34,29.565,44978.72,2.535,0.535,360.555
242,954604.715,12.56,31.83,44987.045,2.66,0.59,360.6
243,954592.755,13.78,33.385,44995.95,2.88,0.635,360.615
244,954580.785,14.165,35.535,45005.03,3.135,0.685,360.665
245,954567.275,15.83,37.295,45014.8,3.38,0.72,360.7
246,954553.71,15.775,40.01,45025.325,3.685,0.76,360.735
247,954539.0,17.035,42.07,45036.49,3.83,0.8,360.775
248,954522.93,18.675,44.545,45048.21,3.965,0.885,360.79
249,954506.25,19.5,47.645,45060.535,4.315,0.93,360.825
250,954487.645,21.53,50.64,45073.84,4.5,0.98,360.865
251,954469.345,21.655,54.045,45088.17,4.82,1.07,360.895
252,954449.3,23.35,56.79,45103.415,5.1,1.09,360.955
253,954428.42,24.27,60.635,45119.215,5.325,1.12,361.015
254,954406.29,25.86,63.795,45136.215,5.495,1.265,361.08
255,954382.26,27.985,67.695,45153.725,5.855,1.29,361.19
256,954357.62,28.735,72.59,45172.25,6.145,1.38,361.28
257,954331.23,30.81,76.39,45192.25,6.42,1.585,361.315
258,954304.14,31.74,80.75,45213.555,6.765,1.645,361.405
259,954275.38,33.555,85.1,45235.505,7.275,1.66,361.525
260,954245.55,34.97,88.86,45259.455,7.845,1.73,361.59
261,954214.675,36.14,93.545,45283.81,8.245,1.925,361.66
262,954182.175,38.015,97.73,45309.435,8.87,2.065,361.71
263,954147.005,41.14,101.7,45336.74,9.475,2.095,361.845
264,954111.26,41.985,107.665,45365.115,9.705,2.28,361.99
265,954073.535,43.93,112.985,45394.61,10.385,2.475,362.08
266,954034.89,45.1,118.19,45425.95,11.02,2.63,362.22
267,953993.4,48.37,122.995,45458.345,11.7,2.845,362.345
268,953950.61,50.155,128.91,45492.455,12.3,3.05,362.52
269,953906.825,51.48,135.265,45527.64,12.965,3.16,362.665
270,953860.71,53.93,139.935,45565.615,13.615,3.375,362.82
271,953814.115,54.805,146.425,45603.975,14.2,3.5,362.98
272,953764.465,58.115,151.3,45644.395,15.04,3.55,363.135
273,953714.43,58.8,157.555,45686.4,15.735,3.78,363.3
274,953661.8,61.625,161.66,45730.805,16.45,4.21,363.45
275,953608.58,62.35,167.085,45776.66,17.335,4.325,363.665
276,953554.775,63.43,171.895,45823.39,17.985,4.57,363.955
277,953499.245,65.05,176.945,45871.14,18.595,4.86,364.165
278,953442.265,66.925,181.65,45920.36,19.235,5.115,364.45
279,953385.2,67.205,186.375,45971.05,20.275,5.205,364.69
280,953326.42,68.95,190.655,46022.735,20.885,5.49,364.865
281,953266.805,70.11,195.18,46075.84,21.265,5.685,365.115
282,953205.835,71.795,198.765,46130.475,21.87,5.9,365.36
283,953144.135,72.375,203.185,46186.135,22.415,6.085,365.67
284,953081.5,73.575,206.345,46243.285,22.985,6.37,365.94
285,953018.12,74.69,209.71,46301.165,23.555,6.535,366.225
286,952954.21,75.16,213.22,46360.07,24.045,6.75,366.545
287,952890.855,74.77,216.21,46419.62,24.565,7.16,366.82
288,952825.0,77.145,217.89,46480.355,25.235,7.245,367.13
289,952761.215,75.3,221.265,46541.435,25.895,7.455,367.435
290,952695.5,77.295,222.555,46602.59,26.63,7.58,367.85
291,952629.24,77.83,224.945,46664.905,27.185,7.74,368.155
292,952564.41,76.53,226.325,46728.545,27.78,7.85,368.56
293,952499.085,76.82,226.17,46792.625,28.29,8.025,368.985
294,952433.785,76.83,226.34,46856.605,28.78,8.24,369.42
295,952368.895,76.645,227.085,46920.015,29.26,8.355,369.745
296,952304.415,75.965,227.665,46983.47,29.86,8.36,370.265
297,952240.01,75.84,226.92,47047.78,30.4,8.325,370.725
298,952175.58,76.17,226.11,47111.97,30.72,8.39,371.06
299,952111.465,75.94,225.46,47176.2,30.765,8.735,371.435
