Date,S,E,I,R,H,C,D
94,950991.03,13.34,119.26,48207.13,224.375,133.025,311.84
95,950982.28,10.6,97.045,48264.545,203.07,124.235,318.225
96,950974.835,8.935,78.65,48314.045,184.025,115.395,324.115
97,950968.5,7.68,63.695,48357.335,166.395,106.615,329.78
98,950963.805,5.89,51.925,48394.535,150.275,98.65,334.92
99,950959.91,4.74,42.51,48426.28,135.765,91.25,339.545
100,950956.995,3.6,34.635,48454.155,122.435,84.05,344.13
101,950954.3,3.23,28.215,48478.095,110.665,77.025,348.47
102,950952.135,2.73,22.92,48499.1,99.8,70.945,352.37
103,950950.145,2.36,18.595,48517.98,90.13,64.87,355.92
104,950948.85,1.69,15.11,48534.66,81.235,59.415,359.04
105,950947.75,1.43,11.955,48549.71,73.345,54.085,361.725
106,950946.77,1.18,9.695,48562.63,65.795,49.45,364.48
107,950945.985,0.955,8.015,48573.555,59.055,45.425,367.01
108,950945.285,0.835,6.62,48583.455,52.95,41.68,369.175
109,950944.765,0.645,5.465,48592.595,47.53,37.605,371.395
110,950944.345,0.485,4.495,48600.605,42.57,34.24,373.26
111,950944.03,0.385,3.615,48607.665,38.435,30.93,374.94
112,950943.75,0.35,2.95,48613.66,34.86,27.995,376.435
113,950943.55,0.245,2.37,48619.18,31.265,25.65,377.74
114,950943.395,0.18,1.93,48624.21,28.03,23.15,379.105
115,950943.23,0.165,1.53,48628.855,24.97,20.925,380.325
116,950943.115,0.145,1.225,48632.86,22.435,18.85,381.37
117,950942.995,0.15,0.955,48636.355,20.055,17.3,382.19
118,950942.94,0.07,0.805,48639.475,18.095,15.51,383.105
119,950942.6,0.35,0.595,48642.32,16.335,13.905,383.895
120,950942.31,0.33,0.695,48644.815,14.625,12.505,384.72
121,950942.03,0.34,0.76,48647.065,13.185,11.29,385.33
122,950941.805,0.29,0.835,48649.015,11.92,10.26,385.875
123,950941.445,0.4,0.84,48650.82,10.675,9.495,386.325
124,950941.17,0.325,0.965,48652.61,9.555,8.54,386.835
125,950940.765,0.45,0.98,48654.275,8.555,7.7,387.275
126,950940.425,0.375,1.09,48655.845,7.65,6.92,387.695
127,950939.885,0.605,1.13,48657.095,6.965,6.19,388.13
128,950939.5,0.455,1.32,48658.435,6.285,5.585,388.42
129,950939.03,0.535,1.29,48659.685,5.705,5.025,388.73
130,950938.535,0.535,1.405,48660.795,5.275,4.46,388.995
131,950937.975,0.615,1.465,48662.04,4.76,3.96,389.185
132,950937.39,0.715,1.54,48663.085,4.405,3.47,389.395
133,950936.82,0.68,1.76,48664.015,3.985,3.2,389.54
134,950936.195,0.74,1.755,48665.03,3.645,2.925,389.71
135,950935.605,0.735,1.84,48665.975,3.38,2.59,389.875
136,950934.94,0.795,1.945,48666.905,2.97,2.48,389.965
137,950934.23,0.815,2.055,48667.94,2.63,2.265,390.065
138,950933.56,0.735,2.375,48668.71,2.41,2.045,390.165
139,950932.54,1.12,2.43,48669.56,2.195,1.9,390.255
140,950931.605,1.16,2.615,48670.54,2.03,1.725,390.325
141,950930.7,1.085,2.785,48671.58,1.865,1.565,390.42
142,950929.665,1.195,2.83,48672.62,1.725,1.455,390.51
143,950928.64,1.225,2.945,48673.68,1.605,1.33,390.575
144,950927.535,1.295,3.125,48674.66,1.555,1.17,390.66
145,950926.355,1.345,3.355,48675.645,1.49,1.08,390.73
146,950925.065,1.445,3.52,48676.795,1.425,0.975,390.775
147,950923.455,1.85,3.745,48677.89,1.3,0.945,390.815
148,950921.92,1.86,4.18,48679.065,1.215,0.91,390.85
149,950920.33,1.83,4.67,48680.25,1.195,0.81,390.915
150,950918.78,1.84,4.93,48681.655,1.1,0.73,390.965
151,950916.86,2.135,5.06,48683.2,1.06,0.68,391.005
152,950915.02,2.125,5.46,48684.705,1.025,0.61,391.055
153,950912.9,2.405,5.845,48686.195,1.01,0.575,391.07
154,950910.71,2.565,6.35,48687.77,0.995,0.505,391.105
155,950908.385,2.775,6.755,48689.535,0.945,0.465,391.14
156,950905.885,2.965,7.17,48691.405,0.99,0.435,391.15
157,950903.115,3.295,7.47,48693.555,1.0,0.38,391.185
158,950900.18,3.465,8.21,48695.555,0.995,0.4,391.195
159,950897.18,3.395,8.905,48697.93,1.01,0.38,391.2
160,950893.72,4.025,9.12,48700.49,1.03,0.41,391.205
161,950890.355,3.935,9.87,48703.135,1.1,0.375,391.23
162,950886.67,4.255,10.51,48705.84,1.105,0.365,391.255
163,950882.38,4.915,11.055,48708.875,1.135,0.35,391.29
164,950878.16,4.955,12.01,48712.045,1.15,0.37,391.31
165,950873.68,5.315,12.615,48715.54,1.19,0.33,391.33
166,950868.85,5.7,13.445,48719.075,1.205,0.375,391.35
167,950863.99,5.63,14.57,48722.735,1.34,0.365,391.37
168,950858.56,6.365,15.03,48726.875,1.44,0.355,391.375
169,950852.935,6.655,16.18,48730.985,1.43,0.44,391.375
170,950847.125,6.69,17.405,48735.41,1.545,0.42,391.405
171,950840.36,7.815,17.795,48740.58,1.605,0.42,391.425
172,950833.56,7.935,19.255,48745.69,1.735,0.385,391.44
173,950826.065,8.675,20.68,48750.885,1.87,0.375,391.45
174,950818.29,9.06,22.21,48756.51,2.055,0.4,391.475
175,950809.83,9.795,23.38,48762.85,2.215,0.425,391.505
176,950800.92,10.46,24.9,48769.38,2.375,0.445,391.52
177,950791.49,11.14,26.85,48776.01,2.51,0.47,391.53
178,950780.875,12.265,28.49,48783.61,2.645,0.545,391.57
179,950770.205,12.53,30.53,48791.64,2.86,0.62,391.615
180,950758.63,13.47,32.6,48800.04,2.985,0.625,391.65
181,950745.815,14.905,34.225,48809.59,3.08,0.72,391.665
182,950732.71,15.58,36.77,48819.145,3.315,0.805,391.675
183,950718.51,16.54,39.51,48829.37,3.525,0.86,391.685
184,950703.44,17.575,42.405,48840.28,3.675,0.905,391.72
185,950687.195,18.815,45.315,48852.005,3.97,0.94,391.76
186,950669.545,20.535,48.045,48864.88,4.215,0.955,391.825
187,950651.535,21.205,51.72,48878.17,4.505,1.02,391.845
188,950631.675,22.98,54.95,48892.6,4.81,1.08,391.905
189,950610.92,24.065,58.715,48908.13,4.985,1.195,391.99
190,950588.5,25.92,62.36,48924.545,5.345,1.305,392.025
191,950564.64,27.71,66.42,48942.12,5.63,1.39,392.09
192,950539.525,29.34,70.945,48960.605,5.905,1.54,392.14
193,950512.77,30.99,75.93,48980.225,6.215,1.675,392.195
194,950484.23,33.21,80.655,49001.245,6.66,1.7,392.3
195,950453.55,35.895,85.02,49024.285,7.085,1.775,392.39
196,950420.445,38.92,90.67,49048.0,7.61,1.86,392.495
197,950386.0,40.1,97.84,49073.33,8.155,2.0,392.575
198,950348.775,43.63,103.72,49100.495,8.6,2.1,392.68
199,950308.78,46.57,111.005,49129.3,9.37,2.21,392.765
200,950266.99,48.475,118.7,49160.61,9.965,2.39,392.87
201,950222.07,52.24,126.19,49193.555,10.595,2.36,392.99
202,950174.505,55.49,134.235,49228.69,11.375,2.62,393.085
203,950123.625,59.4,142.925,49265.84,12.325,2.68,393.205
204,950070.28,62.09,152.205,49305.935,13.28,2.89,393.32
205,950011.965,67.61,160.93,49348.9,13.995,3.165,393.435
206,949950.0,72.405,171.5,49394.13,14.825,3.59,393.55
207,949885.27,75.595,184.63,49441.3,15.74,3.735,393.73
208,949814.8,81.635,196.505,49492.6,16.595,3.92,393.945
209,949740.73,86.12,209.77,49547.38,17.695,4.21,394.095
210,949661.655,92.09,222.925,49605.63,18.89,4.545,394.265
211,949577.305,98.425,236.82,49668.105,20.215,4.66,394.47
212,949488.93,103.375,252.68,49733.75,21.685,4.845,394.735
213,949392.3,112.075,268.38,49803.83,23.165,5.235,395.015
214,949290.675,118.74,285.93,49878.93,24.855,5.595,395.275
215,949181.905,126.85,304.76,49958.355,26.7,5.865,395.565
216,949066.935,134.415,324.83,50043.235,28.365,6.395,395.825
217,948944.435,142.585,345.86,50133.96,30.095,6.905,396.16
218,948814.365,151.875,368.27,50229.77,31.94,7.315,396.465
219,948675.735,161.17,392.105,50332.29,34.025,7.865,396.81
220,948528.355,171.315,417.37,50441.35,36.2,8.245,397.165
221,948372.61,181.855,442.87,50557.5,38.775,8.75,397.64
222,948206.595,194.375,469.875,50680.645,41.005,9.425,398.08
223,948030.37,205.78,499.845,50811.86,43.65,9.97,398.525
224,947842.05,218.605,532.61,50950.685,46.505,10.59,398.955
225,947645.5,229.395,566.675,51098.585,49.235,11.165,399.445
226,947437.58,243.185,598.43,51257.1,51.825,11.89,399.99
227,947216.42,257.685,633.29,51424.11,55.325,12.565,400.605
228,946980.805,274.75,671.98,51599.41,58.445,13.37,401.24
229,946733.585,288.365,713.53,51786.255,62.09,14.26,401.915
230,946471.87,305.455,754.125,51984.12,66.58,15.34,402.51
231,946197.81,320.28,798.61,52192.91,70.895,16.36,403.135
232,945905.635,341.45,841.615,52415.175,74.815,17.38,403.93
233,945599.515,358.065,889.42,52650.135,79.68,18.475,404.71
234,945278.11,375.37,938.76,52898.27,84.455,19.445,405.59
235,944936.825,399.07,987.27,53159.9,89.79,20.51,406.635
236,944579.65,417.56,1044.5,53433.47,94.855,22.215,407.75
237,944202.23,439.745,1099.66,53725.51,100.46,23.665,408.73
238,943805.92,461.95,1159.575,54031.35,106.215,24.96,410.03
239,943390.775,484.66,1221.19,54353.335,112.29,26.51,411.24
240,942953.22,510.625,1282.12,54695.4,118.155,28.065,412.415
241,942495.435,536.33,1348.785,55051.535,124.84,29.295,413.78
242,942017.27,559.275,1421.615,55423.785,131.805,31.015,415.235
243,941512.805,588.695,1490.555,55819.8,138.815,32.595,416.735
244,940989.07,612.685,1565.625,56233.19,146.735,34.57,418.125
245,940441.045,640.89,1639.89,56666.9,155.25,36.285,419.74
246,939867.44,669.14,1717.12,57122.86,162.985,38.985,421.47
247,939268.985,698.845,1793.885,57602.74,171.015,41.09,423.44
248,938648.27,725.59,1875.75,58101.805,179.615,43.565,425.405
249,937996.86,761.51,1958.305,58621.4,188.8,45.5,427.625
250,937320.295,792.71,2043.055,59168.39,197.515,48.115,429.92
251,936621.625,818.64,2132.935,59737.185,206.755,50.58,432.28
252,935898.28,847.58,2217.19,60333.135,216.3,52.78,434.735
253,935152.84,872.77,2304.12,60951.165,226.445,55.28,437.38
254,934379.96,906.32,2381.645,61596.96,237.085,57.785,440.245
255,933582.545,934.13,2469.425,62262.355,247.525,60.86,443.16
256,932761.01,962.63,2553.355,62954.485,258.355,63.75,446.415
257,931915.96,989.87,2640.955,63668.125,267.985,67.785,449.32
258,931045.48,1019.795,2725.05,64408.135,277.905,71.12,452.515
259,930155.09,1045.205,2811.045,65169.175,289.51,74.11,455.865
260,929240.79,1071.105,2895.925,65954.745,300.255,77.65,459.53
261,928304.945,1097.355,2975.965,66765.975,311.2,81.265,463.295
262,927345.125,1125.51,3056.255,67599.1,322.395,84.345,467.27
263,926368.295,1146.375,3139.985,68453.085,333.165,87.78,471.315
264,925366.67,1173.97,3214.43,69334.45,343.5,91.335,475.645
265,924349.655,1193.665,3293.415,70234.61,353.885,94.64,480.13
266,923312.395,1218.765,3363.05,71158.675,363.885,98.435,484.795
267,922261.63,1234.865,3436.215,72100.62,374.82,102.485,489.365
268,921193.055,1254.115,3503.265,73062.9,386.605,105.74,494.32
269,920112.8,1268.115,3570.62,74042.045,397.575,109.525,499.32
270,919011.69,1293.56,3626.94,75042.44,408.29,112.405,504.675
271,917904.405,1303.09,3688.045,76059.905,418.575,115.975,510.005
272,916782.89,1317.105,3745.415,77090.925,429.04,119.065,515.56
273,915650.84,1330.745,3792.84,78141.67,439.82,122.905,521.18
274,914510.21,1341.635,3837.805,79205.905,450.435,126.8,527.21
275,913359.43,1352.185,3881.77,80283.125,460.585,129.795,533.11
276,912207.04,1356.78,3922.875,81371.7,469.39,132.745,539.47
277,911042.845,1368.78,3951.98,82475.145,479.36,135.95,545.94
278,909877.795,1370.505,3985.58,83587.595,486.92,138.955,552.65
279,908707.155,1376.91,4008.015,84712.325,493.315,142.79,559.49
280,907540.3,1376.58,4027.67,85843.19,500.315,145.49,566.455
281,906365.87,1382.785,4043.445,86979.05,507.3,148.26,573.29
282,905199.29,1374.305,4061.925,88118.66,514.48,150.685,580.655
283,904032.77,1375.81,4065.045,89265.27,520.27,152.665,588.17
284,902862.275,1378.755,4070.025,90411.725,526.125,155.38,595.715
285,901702.19,1369.27,4074.4,91561.185,531.38,158.535,603.04
286,900550.755,1359.035,4072.835,92708.985,536.45,161.295,610.645
287,899399.305,1356.14,4067.725,93853.85,541.445,163.005,618.53
288,898251.72,1352.685,4055.655,95002.84,545.38,165.415,626.305
289,897113.52,1342.07,4041.56,96151.635,548.855,168.09,634.27
290,895984.825,1330.24,4025.525,97295.61,551.77,169.77,642.26
291,894859.54,1326.22,4004.895,98433.525,552.87,172.375,650.575
292,893748.415,1312.105,3985.67,99567.36,554.135,173.43,658.885
293,892644.775,1302.49,3960.4,100695.745,554.615,174.6,667.375
294,891554.84,1287.795,3937.84,101812.965,555.725,175.315,675.52
295,890476.875,1272.2,3903.36,102930.39,556.82,175.97,684.385
296,889406.545,1262.645,3868.715,104036.155,556.375,176.705,692.86
297,888353.87,1241.025,3837.185,105133.38,555.515,177.55,701.475
298,887310.055,1230.825,3795.415,106221.095,553.61,178.475,710.525
299,886285.27,1209.535,3755.915,107299.825,551.705,178.66,719.09
