Date,S,E,I,R,H,C,D
110,952826.22,0.12,1.56,46742.695,38.48,31.47,359.455
111,952826.12,0.12,1.22,46748.355,34.495,28.545,361.145
112,952826.08,0.065,0.985,46753.44,31.155,25.74,362.535
113,952826.035,0.05,0.725,46757.79,28.3,23.27,363.83
114,952825.98,0.07,0.56,46762.015,25.67,20.74,364.965
115,952825.95,0.035,0.45,46765.42,23.28,18.91,365.955
116,952825.92,0.04,0.355,46768.78,21.075,16.845,366.985
117,952825.9,0.03,0.275,46771.6,18.895,15.38,367.92
118,952825.895,0.005,0.24,46774.095,17.13,13.905,368.73
119,952825.805,0.09,0.195,46776.565,15.42,12.55,369.375
120,952825.735,0.085,0.2,46778.665,13.83,11.515,369.97
121,952825.695,0.08,0.15,46780.685,12.5,10.415,370.475
122,952825.62,0.08,0.18,46782.485,11.095,9.54,371.0
123,952825.53,0.105,0.17,46784.155,9.765,8.695,371.58
124,952825.46,0.085,0.21,46785.56,8.69,8.03,371.965
125,952825.395,0.09,0.225,46786.835,7.76,7.325,372.37
126,952825.3,0.11,0.225,46788.135,7.03,6.475,372.725
127,952825.215,0.105,0.265,46789.23,6.28,5.905,373.0
128,952825.11,0.115,0.275,46790.26,5.655,5.26,373.325
129,952825.04,0.095,0.275,46791.29,5.055,4.69,373.555
130,952824.93,0.13,0.275,46792.13,4.575,4.165,373.795
131,952824.805,0.14,0.325,46792.87,4.14,3.715,374.005
132,952824.67,0.155,0.365,46793.645,3.665,3.29,374.21
133,952824.52,0.165,0.425,46794.215,3.36,2.92,374.395
134,952824.33,0.215,0.45,46794.775,2.995,2.71,374.525
135,952824.195,0.155,0.51,46795.325,2.74,2.39,374.685
136,952824.04,0.165,0.52,46795.835,2.445,2.21,374.785
137,952823.87,0.2,0.535,46796.35,2.18,2.02,374.845
138,952823.645,0.26,0.49,46796.85,1.98,1.78,374.995
139,952823.465,0.225,0.59,46797.21,1.795,1.645,375.07
140,952823.285,0.205,0.6,46797.605,1.69,1.435,375.18
141,952823.025,0.29,0.62,46798.01,1.54,1.27,375.245
142,952822.825,0.26,0.695,46798.355,1.365,1.2,375.3
143,952822.585,0.275,0.7,46798.78,1.24,1.065,375.355
144,952822.225,0.39,0.75,46799.135,1.1,0.98,375.42
145,952821.98,0.28,0.845,46799.52,1.015,0.895,375.465
146,952821.63,0.395,0.795,46799.925,0.96,0.785,375.51
147,952821.39,0.295,0.925,46800.265,0.875,0.69,375.56
148,952821.095,0.34,0.9,46800.68,0.755,0.645,375.585
149,952820.775,0.4,0.905,46801.01,0.7,0.585,375.625
150,952820.41,0.42,0.96,46801.34,0.665,0.56,375.645
151,952820.125,0.365,1.085,46801.615,0.6,0.55,375.66
152,952819.75,0.415,1.12,46801.99,0.54,0.505,375.68
153,952819.38,0.42,1.215,46802.34,0.495,0.45,375.7
154,952818.95,0.46,1.27,46802.725,0.47,0.405,375.72
155,952818.495,0.53,1.25,46803.155,0.46,0.375,375.735
156,952818.07,0.51,1.4,46803.48,0.435,0.35,375.755
157,952817.5,0.655,1.44,46803.91,0.395,0.325,375.775
158,952816.98,0.615,1.62,46804.28,0.41,0.29,375.805
159,952816.415,0.695,1.61,46804.795,0.4,0.265,375.82
160,952815.83,0.705,1.755,46805.25,0.375,0.255,375.83
161,952815.03,0.925,1.76,46805.845,0.38,0.225,375.835
162,952814.36,0.84,1.91,46806.485,0.39,0.175,375.84
163,952813.515,1.005,2.125,46807.015,0.34,0.155,375.845
164,952812.82,0.885,2.42,46807.55,0.32,0.14,375.865
165,952811.905,1.05,2.54,46808.185,0.31,0.13,375.88
166,952810.77,1.285,2.63,46808.99,0.315,0.13,375.88
167,952809.69,1.29,2.965,46809.7,0.34,0.13,375.885
168,952808.555,1.33,3.31,46810.47,0.325,0.115,375.895
169,952807.205,1.545,3.565,46811.35,0.325,0.105,375.905
170,952805.84,1.625,3.76,46812.405,0.325,0.14,375.905
171,952804.53,1.58,4.11,46813.35,0.39,0.13,375.91
172,952802.985,1.775,4.185,46814.565,0.43,0.145,375.915
173,952801.485,1.8,4.495,46815.73,0.425,0.145,375.92
174,952799.83,1.945,4.665,46817.07,0.43,0.135,375.925
175,952798.1,2.035,4.835,46818.51,0.435,0.16,375.925
176,952796.51,1.92,5.23,46819.8,0.455,0.15,375.935
177,952794.345,2.42,5.415,46821.225,0.52,0.13,375.945
178,952792.24,2.52,5.975,46822.64,0.535,0.13,375.96
179,952789.895,2.69,6.43,46824.32,0.565,0.125,375.975
180,952787.255,3.05,7.0,46825.995,0.59,0.125,375.985
181,952784.52,3.245,7.485,46828.015,0.61,0.135,375.99
182,952781.665,3.33,8.07,46830.155,0.64,0.15,375.99
183,952778.52,3.695,8.5,46832.43,0.69,0.165,376.0
184,952775.325,3.835,9.075,46834.835,0.725,0.195,376.01
185,952771.78,4.095,9.73,46837.345,0.805,0.225,376.02
186,952767.87,4.465,10.365,46840.215,0.84,0.215,376.03
187,952763.865,4.665,11.165,46843.15,0.875,0.235,376.045
188,952759.68,4.91,11.925,46846.245,0.925,0.25,376.065
189,952755.03,5.345,12.65,46849.61,1.045,0.25,376.07
190,952750.27,5.575,13.475,46853.245,1.04,0.32,376.075
191,952745.38,5.825,14.255,46856.98,1.12,0.35,376.09
192,952739.96,6.325,14.965,46861.04,1.245,0.36,376.105
193,952734.335,6.49,16.285,46865.095,1.305,0.37,376.12
194,952728.49,6.85,16.865,46869.925,1.345,0.405,376.12
195,952721.985,7.495,17.955,46874.61,1.44,0.385,376.13
196,952715.42,7.625,19.245,46879.6,1.6,0.37,376.14
197,952707.915,8.635,20.155,46885.07,1.68,0.38,376.165
198,952700.31,8.99,21.675,46890.605,1.87,0.365,376.185
199,952692.065,9.63,23.16,46896.595,1.96,0.39,376.2
200,952683.475,10.035,24.775,46902.955,2.09,0.45,376.22
201,952674.19,10.75,26.305,46909.825,2.225,0.45,376.255
202,952664.32,11.425,28.095,46917.05,2.37,0.465,376.275
203,952654.02,12.1,29.435,46925.055,2.54,0.565,376.285
204,952642.915,12.9,31.58,46932.9,2.815,0.595,376.295
205,952631.17,13.665,33.695,46941.585,2.87,0.68,376.335
206,952618.325,14.865,35.7,46950.86,3.16,0.735,376.355
207,952604.795,15.695,38.285,46960.625,3.425,0.78,376.395
208,952589.82,17.35,40.64,46971.17,3.725,0.84,376.455
209,952574.52,17.845,43.765,46982.585,3.9,0.89,376.495
210,952557.7,19.445,46.385,46994.805,4.185,0.96,376.52
211,952539.67,20.83,50.345,47007.05,4.52,1.01,376.575
212,952520.435,22.26,53.52,47021.27,4.84,1.065,376.61
213,952500.095,23.495,57.275,47036.165,5.155,1.175,376.64
214,952478.445,25.46,60.55,47052.13,5.53,1.155,376.73
215,952456.29,25.875,64.935,47069.035,5.81,1.27,376.785
216,952431.61,28.54,68.14,47087.32,6.175,1.35,376.865
217,952405.78,29.91,73.2,47106.145,6.59,1.465,376.91
218,952378.33,32.045,77.63,47126.5,7.02,1.49,376.985
219,952349.62,33.615,82.86,47147.93,7.335,1.595,377.045
220,952317.915,36.925,87.72,47170.91,7.71,1.695,377.125
221,952285.015,38.36,93.845,47195.7,8.03,1.85,377.2
222,952249.3,41.345,100.25,47221.155,8.69,1.955,377.305
223,952211.135,44.24,107.055,47248.91,9.1,2.145,377.415
224,952170.54,47.375,113.69,47278.845,9.685,2.325,377.54
225,952128.475,49.085,121.29,47310.61,10.415,2.455,377.67
226,952082.885,53.26,128.3,47343.805,11.37,2.59,377.79
227,952034.14,56.765,136.44,47379.945,12.005,2.845,377.86
228,951983.37,59.49,144.99,47418.31,12.77,3.06,378.01
229,951929.605,62.92,154.015,47458.295,13.71,3.295,378.16
230,951872.395,66.535,163.08,47501.74,14.475,3.435,378.34
231,951811.385,70.925,172.97,47547.155,15.435,3.555,378.575
232,951746.485,75.945,183.46,47595.23,16.495,3.68,378.705
233,951677.74,80.3,195.99,47645.385,17.735,3.97,378.88
234,951604.06,85.47,208.64,47699.855,18.78,4.105,379.09
235,951527.11,89.75,222.485,47757.33,19.625,4.43,379.27
236,951444.435,96.36,235.08,47819.245,20.595,4.78,379.505
237,951356.88,101.8,249.705,47884.78,21.96,5.125,379.75
238,951264.075,108.33,264.39,47954.42,23.435,5.345,380.005
239,951166.585,114.185,280.37,48028.07,24.97,5.62,380.2
240,951064.2,119.51,297.635,48105.405,26.64,6.19,380.42
241,950954.87,127.08,313.7,48188.845,28.26,6.46,380.785
242,950841.23,132.47,331.625,48276.795,29.885,6.915,381.08
243,950721.065,140.245,348.795,48369.235,32.01,7.25,381.4
244,950594.83,146.81,369.065,48466.19,33.64,7.74,381.725
245,950461.34,155.85,388.26,48568.73,35.445,8.29,382.085
246,950321.04,163.865,409.07,48677.165,37.37,8.985,382.505
247,950174.72,170.745,431.83,48791.05,39.28,9.495,382.88
248,950020.25,180.46,452.335,48912.175,41.505,9.91,383.365
249,949857.435,189.885,476.2,49038.4,43.775,10.48,383.825
250,949690.375,195.75,500.05,49172.21,46.33,10.975,384.31
251,949512.62,207.22,524.045,49311.19,48.6,11.42,384.905
252,949327.275,216.91,550.855,49456.24,51.045,12.19,385.485
253,949134.135,225.425,577.305,49610.42,53.805,12.69,386.22
254,948933.22,234.83,604.03,49771.095,56.6,13.545,386.68
255,948723.545,245.74,630.275,49939.395,59.37,14.29,387.385
256,948505.46,254.46,659.735,50115.21,61.97,15.205,387.96
257,948280.865,263.525,686.45,50299.185,65.145,16.105,388.725
258,948047.205,273.295,714.36,50490.82,68.015,16.7,389.605
259,947805.1,283.4,742.435,50689.89,71.29,17.49,390.395
260,947554.74,293.39,770.645,50896.975,74.66,18.41,391.18
261,947296.665,302.315,799.025,51111.95,78.32,19.59,392.135
262,947029.775,312.115,825.735,51336.7,81.97,20.645,393.06
263,946757.31,318.62,855.54,51567.14,85.8,21.525,394.065
264,946475.555,330.07,879.865,51807.475,89.14,22.67,395.225
265,946187.045,337.43,906.765,52056.335,92.385,23.775,396.265
266,945889.735,347.795,934.41,52309.48,96.405,24.74,397.435
267,945584.915,356.455,963.42,52570.585,100.02,25.94,398.665
268,945274.68,364.24,989.8,52840.945,103.49,26.94,399.905
269,944954.83,374.145,1017.485,53117.39,107.065,28.02,401.065
270,944633.305,378.285,1043.39,53402.765,110.87,28.975,402.41
271,944301.675,389.99,1065.935,53694.17,114.54,29.785,403.905
272,943967.54,392.445,1093.455,53992.015,117.89,31.29,405.365
273,943626.885,399.965,1112.025,54299.81,122.045,32.46,406.81
274,943281.67,404.955,1134.91,54610.85,126.0,33.13,408.485
275,942930.565,412.795,1152.62,54929.94,129.485,34.545,410.05
276,942576.775,416.525,1174.81,55251.825,132.345,35.91,411.81
277,942220.31,419.46,1192.295,55581.755,135.855,36.8,413.525
278,941859.73,423.66,1208.59,55915.995,138.64,37.96,415.425
279,941497.39,425.875,1224.005,56254.49,141.785,39.16,417.295
280,941131.785,430.475,1237.8,56595.78,144.82,40.015,419.325
281,940763.89,432.795,1247.89,56945.395,147.865,40.865,421.3
282,940394.11,435.205,1258.08,57296.37,151.08,41.84,423.315
283,940025.095,434.73,1268.86,57649.15,153.8,42.9,425.465
284,939657.225,433.365,1276.03,58005.365,156.41,43.995,427.61
285,939287.45,435.8,1276.55,58366.455,158.89,45.185,429.67
286,938920.84,432.195,1281.7,58725.875,161.405,46.075,431.91
287,938553.03,433.805,1282.325,59086.405,163.525,46.69,434.22
288,938191.825,426.705,1283.965,59447.89,165.475,47.755,436.385
289,937829.705,425.85,1277.76,59811.99,167.485,48.395,438.815
290,937470.065,423.55,1274.685,60172.035,169.155,49.345,441.165
291,937116.06,417.555,1271.425,60530.445,170.71,50.3,443.505
292,936763.935,414.245,1264.43,60888.345,171.855,51.115,446.075
293,936414.71,411.73,1254.215,61245.82,172.87,52.105,448.55
294,936069.7,407.125,1246.02,61599.655,173.65,52.825,451.025
295,935730.995,399.405,1235.71,61952.29,174.69,53.36,453.55
296,935397.75,393.61,1219.845,62304.15,174.475,53.75,456.42
297,935069.99,386.88,1204.575,62650.675,174.505,54.325,459.05
298,934748.12,380.35,1189.54,62992.035,173.715,54.58,461.66
299,934431.975,374.04,1172.49,63329.2,173.03,55.055,464.21
