Date,S,E,I,R,H,C,D
107,955789.76,0.0,0.17,43798.845,41.04,33.445,336.74
108,955789.76,0.0,0.145,43804.16,37.31,30.405,338.22
109,955789.755,0.005,0.105,43809.245,33.44,27.635,339.815
110,955789.755,0.0,0.075,43813.81,30.16,25.06,341.14
111,955789.755,0.0,0.045,43817.95,27.195,22.71,342.345
112,955789.755,0.0,0.03,43821.615,24.525,20.49,343.585
113,955789.755,0.0,0.02,43825.185,22.03,18.555,344.455
114,955789.755,0.0,0.02,43828.14,19.79,16.84,345.455
115,955789.755,0.0,0.02,43831.035,17.655,15.295,346.24
116,955789.755,0.0,0.005,43833.34,15.915,13.88,347.105
117,955789.755,0.0,0.0,43835.515,14.375,12.445,347.91
118,955789.755,0.0,0.0,43837.715,12.87,11.12,348.54
119,955789.755,0.0,0.0,43839.695,11.61,9.94,349.0
120,955789.755,0.0,0.0,43841.28,10.345,9.12,349.5
121,955789.755,0.0,0.0,43842.735,9.32,8.24,349.95
122,955789.755,0.0,0.0,43843.985,8.475,7.49,350.295
123,955789.755,0.0,0.0,43845.26,7.61,6.765,350.61
124,955789.755,0.0,0.0,43846.355,6.805,6.12,350.965
125,955789.755,0.0,0.0,43847.365,6.045,5.6,351.235
126,955789.755,0.0,0.0,43848.245,5.46,5.035,351.505
127,955789.755,0.0,0.0,43849.03,4.91,4.575,351.73
128,955789.755,0.0,0.0,43849.705,4.43,4.185,351.925
129,955789.755,0.0,0.0,43850.445,3.96,3.775,352.065
130,955789.755,0.0,0.0,43851.06,3.54,3.39,352.255
131,955789.755,0.0,0.0,43851.605,3.125,3.09,352.425
132,955789.755,0.0,0.0,43852.12,2.79,2.72,352.615
133,955789.755,0.0,0.0,43852.575,2.44,2.455,352.775
134,955789.755,0.0,0.0,43853.0,2.135,2.2,352.91
135,955789.755,0.0,0.0,43853.345,1.935,1.96,353.005
136,955789.755,0.0,0.0,43853.575,1.735,1.845,353.09
137,955789.755,0.0,0.0,43853.86,1.575,1.645,353.165
138,955789.755,0.0,0.0,43854.11,1.4,1.485,353.25
139,955789.755,0.0,0.0,43854.33,1.305,1.29,353.32
140,955789.755,0.0,0.0,43854.53,1.16,1.17,353.385
141,955789.755,0.0,0.0,43854.705,1.035,1.07,353.435
142,955789.755,0.0,0.0,43854.825,0.955,0.985,353.48
143,955789.755,0.0,0.0,43854.96,0.855,0.905,353.525
144,955789.755,0.0,0.0,43855.065,0.79,0.815,353.575
145,955789.755,0.0,0.0,43855.19,0.655,0.81,353.59
146,955789.755,0.0,0.0,43855.3,0.59,0.715,353.64
147,955789.755,0.0,0.0,43855.41,0.52,0.62,353.695
148,955789.755,0.0,0.0,43855.495,0.47,0.56,353.72
149,955789.755,0.0,0.0,43855.57,0.435,0.495,353.745
150,955789.755,0.0,0.0,43855.64,0.38,0.455,353.77
151,955789.755,0.0,0.0,43855.665,0.35,0.44,353.79
152,955789.755,0.0,0.0,43855.725,0.315,0.39,353.815
153,955789.755,0.0,0.0,43855.76,0.295,0.36,353.83
154,955789.755,0.0,0.0,43855.81,0.265,0.325,353.845
155,955789.755,0.0,0.0,43855.865,0.225,0.305,353.85
156,955789.755,0.0,0.0,43855.905,0.2,0.265,353.875
157,955789.755,0.0,0.0,43855.93,0.18,0.245,353.89
158,955789.755,0.0,0.0,43855.95,0.175,0.215,353.905
159,955789.755,0.0,0.0,43855.98,0.14,0.215,353.91
160,955789.755,0.0,0.0,43856.02,0.11,0.19,353.925
161,955789.755,0.0,0.0,43856.055,0.1,0.15,353.94
162,955789.755,0.0,0.0,43856.07,0.1,0.125,353.95
163,955789.755,0.0,0.0,43856.085,0.09,0.115,353.955
164,955789.755,0.0,0.0,43856.105,0.085,0.095,353.96
165,955789.755,0.0,0.0,43856.125,0.075,0.08,353.965
166,955789.755,0.0,0.0,43856.15,0.065,0.06,353.97
167,955789.755,0.0,0.0,43856.16,0.06,0.055,353.97
168,955789.755,0.0,0.0,43856.18,0.055,0.04,353.97
169,955789.755,0.0,0.0,43856.185,0.045,0.04,353.975
170,955789.755,0.0,0.0,43856.195,0.035,0.04,353.975
171,955789.755,0.0,0.0,43856.2,0.025,0.04,353.98
172,955789.755,0.0,0.0,43856.2,0.025,0.04,353.98
173,955789.755,0.0,0.0,43856.2,0.02,0.045,353.98
174,955789.755,0.0,0.0,43856.22,0.02,0.025,353.98
175,955789.755,0.0,0.0,43856.22,0.02,0.025,353.98
176,955789.755,0.0,0.0,43856.23,0.015,0.015,353.985
177,955789.755,0.0,0.0,43856.23,0.015,0.015,353.985
178,955789.755,0.0,0.0,43856.235,0.015,0.01,353.985
179,955789.755,0.0,0.0,43856.24,0.01,0.01,353.985
180,955789.755,0.0,0.0,43856.24,0.01,0.01,353.985
181,955789.755,0.0,0.0,43856.24,0.01,0.01,353.985
182,955789.755,0.0,0.0,43856.24,0.01,0.01,353.985
183,955789.755,0.0,0.0,43856.245,0.01,0.005,353.985
184,955789.755,0.0,0.0,43856.245,0.01,0.005,353.985
185,955789.755,0.0,0.0,43856.245,0.01,0.005,353.985
186,955789.755,0.0,0.0,43856.25,0.01,0.0,353.985
187,955789.755,0.0,0.0,43856.25,0.01,0.0,353.985
188,955789.755,0.0,0.0,43856.255,0.0,0.005,353.985
189,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
190,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
191,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
192,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
193,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
194,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
195,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
196,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
197,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
198,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
199,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
200,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
201,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
202,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
203,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
204,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
205,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
206,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
207,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
208,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
209,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
210,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
211,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
212,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
213,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
214,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
215,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
216,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
217,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
218,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
219,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
220,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
221,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
222,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
223,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
224,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
225,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
226,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
227,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
228,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
229,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
230,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
231,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
232,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
233,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
234,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
235,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
236,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
237,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
238,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
239,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
240,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
241,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
242,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
243,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
244,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
245,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
246,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
247,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
248,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
249,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
250,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
251,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
252,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
253,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
254,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
255,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
256,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
257,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
258,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
259,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
260,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
261,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
262,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
263,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
264,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
265,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
266,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
267,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
268,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
269,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
270,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
271,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
272,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
273,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
274,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
275,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
276,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
277,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
278,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
279,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
280,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
281,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
282,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
283,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
284,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
285,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
286,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
287,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
288,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
289,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
290,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
291,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
292,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
293,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
294,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
295,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
296,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
297,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
298,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
299,955789.755,0.0,0.0,43856.26,0.0,0.0,353.985
